loc_name,for_name,ruta,outserv,cpZone,cpArea,cpGrid,cpSubstat,typ_id,Inom
Remote Measure,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\ZCLUIE.ElmSubstat\E1.ElmTerm\Cub_1.StaCubic\ZCLUIE_ZAAINE-L1-REL670.ElmRelay\Remote Measure.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZCLUIE,Remote Measure,1.0
Delta Measure,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\ZCLUIE.ElmSubstat\E1.ElmTerm\Cub_1.StaCubic\ZCLUIE_ZAAINE-L1-REL670.ElmRelay\Delta Measure.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZCLUIE,Delta Measure,1.0
2nd harm Measure,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\ZCLUIE.ElmSubstat\E1.ElmTerm\Cub_1.StaCubic\ZCLUIE_ZAAINE-L1-REL670.ElmRelay\2nd harm Measure.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZCLUIE,2nd harm Measure,1.0
Measure,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\ZCLUIE.ElmSubstat\E2.ElmTerm\Cub_1.StaCubic\ZCLUIE_ZSPM2E-L1-REL670.ElmRelay\Measure.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZCLUIE,Measure,1.0
Remote Measure,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\ZCLUIE.ElmSubstat\E2.ElmTerm\Cub_1.StaCubic\ZCLUIE_ZSPM2E-L1-REL670.ElmRelay\Remote Measure.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZCLUIE,Remote Measure,1.0
Delta Measure,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\ZCLUIE.ElmSubstat\E2.ElmTerm\Cub_1.StaCubic\ZCLUIE_ZSPM2E-L1-REL670.ElmRelay\Delta Measure.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZCLUIE,Delta Measure,1.0
2nd harm Measure,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\ZCLUIE.ElmSubstat\E2.ElmTerm\Cub_1.StaCubic\ZCLUIE_ZSPM2E-L1-REL670.ElmRelay\2nd harm Measure.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZCLUIE,2nd harm Measure,1.0
Measure delta,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\ZCLUIE.ElmSubstat\E2.ElmTerm\Cub_1.StaCubic\ZCLUIE_ZSPM2E-L1-SEL 311C.ElmRelay\Measure delta.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZCLUIE,Measure delta,1.0
Measurement,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\ZCLUIE.ElmSubstat\E2.ElmTerm\Cub_1.StaCubic\ZCLUIE_ZSPM2E-L1-SEL 311C.ElmRelay\Measurement.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZCLUIE,Measurement,1.0
Measurement Seq,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\ZCLUIE.ElmSubstat\E2.ElmTerm\Cub_1.StaCubic\ZCLUIE_ZSPM2E-L1-SEL 311C.ElmRelay\Measurement Seq.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZCLUIE,Measurement Seq,1.0
Measure delta,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\ZSPBEE.ElmSubstat\3.ElmTerm\Cub_1.StaCubic\ZSPBEE_ZSESTE-L1-SEL 311L.ElmRelay\Measure delta.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPBEE,Measure delta,1.0
Measurement,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\ZSPBEE.ElmSubstat\3.ElmTerm\Cub_1.StaCubic\ZSPBEE_ZSESTE-L1-SEL 311L.ElmRelay\Measurement.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPBEE,Measurement,1.0
Measurement 2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\ZSPBEE.ElmSubstat\3.ElmTerm\Cub_1.StaCubic\ZSPBEE_ZSESTE-L1-SEL 311L.ElmRelay\Measurement 2.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPBEE,Measurement 2,1.0
Measurement Seq,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\ZSPBEE.ElmSubstat\3.ElmTerm\Cub_1.StaCubic\ZSPBEE_ZSESTE-L1-SEL 311L.ElmRelay\Measurement Seq.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPBEE,Measurement Seq,1.0
Measurement Seq 2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\ZSPBEE.ElmSubstat\3.ElmTerm\Cub_1.StaCubic\ZSPBEE_ZSESTE-L1-SEL 311L.ElmRelay\Measurement Seq 2.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPBEE,Measurement Seq 2,1.0
Diff RMS Meas phase,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\ZSPBEE.ElmSubstat\3.ElmTerm\Cub_1.StaCubic\ZSPBEE_ZSESTE-L1-SEL 311L.ElmRelay\Diff RMS Meas phase.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPBEE,Diff RMS Meas phase,1.0
Diff RMS Meas I2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\ZSPBEE.ElmSubstat\3.ElmTerm\Cub_1.StaCubic\ZSPBEE_ZSESTE-L1-SEL 311L.ElmRelay\Diff RMS Meas I2.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPBEE,Diff RMS Meas I2,1.0
Diff RMS Meas IG,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\ZSPBEE.ElmSubstat\3.ElmTerm\Cub_1.StaCubic\ZSPBEE_ZSESTE-L1-SEL 311L.ElmRelay\Diff RMS Meas IG.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPBEE,Diff RMS Meas IG,1.0
M-Iab/Ibc/Ica,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\ZSPBEE.ElmSubstat\3.ElmTerm\Cub_1.StaCubic\ZSPBEE_ZSESTE-L1-SEL 421.ElmRelay\M-Iab/Ibc/Ica.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPBEE,M-Iab/Ibc/Ica,1.0
M-I/U,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\ZSPBEE.ElmSubstat\3.ElmTerm\Cub_1.StaCubic\ZSPBEE_ZSESTE-L1-SEL 421.ElmRelay\M-I/U.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPBEE,M-I/U,1.0
Meas RMS seq,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\ZSPBEE.ElmSubstat\3.ElmTerm\Cub_1.StaCubic\ZSPBEE_ZSESTE-L1-SEL 421.ElmRelay\Meas RMS seq.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPBEE,Meas RMS seq,1.0
Measure delta,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\ZSPBEE.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\ZSPBEE_ZQUISE-L1-SEL 311L.ElmRelay\Measure delta.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPBEE,Measure delta,1.0
Measurement,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\ZSPBEE.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\ZSPBEE_ZQUISE-L1-SEL 311L.ElmRelay\Measurement.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPBEE,Measurement,1.0
Measurement 2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\ZSPBEE.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\ZSPBEE_ZQUISE-L1-SEL 311L.ElmRelay\Measurement 2.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPBEE,Measurement 2,1.0
Measurement Seq,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\ZSPBEE.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\ZSPBEE_ZQUISE-L1-SEL 311L.ElmRelay\Measurement Seq.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPBEE,Measurement Seq,1.0
Measurement Seq 2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\ZSPBEE.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\ZSPBEE_ZQUISE-L1-SEL 311L.ElmRelay\Measurement Seq 2.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPBEE,Measurement Seq 2,1.0
Diff RMS Meas phase,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\ZSPBEE.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\ZSPBEE_ZQUISE-L1-SEL 311L.ElmRelay\Diff RMS Meas phase.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPBEE,Diff RMS Meas phase,1.0
Diff RMS Meas I2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\ZSPBEE.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\ZSPBEE_ZQUISE-L1-SEL 311L.ElmRelay\Diff RMS Meas I2.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPBEE,Diff RMS Meas I2,1.0
Diff RMS Meas IG,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\ZSPBEE.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\ZSPBEE_ZQUISE-L1-SEL 311L.ElmRelay\Diff RMS Meas IG.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPBEE,Diff RMS Meas IG,1.0
M-Iab/Ibc/Ica,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\ZSPBEE.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\ZSPBEE_ZQUISE-L1-SEL 421.ElmRelay\M-Iab/Ibc/Ica.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPBEE,M-Iab/Ibc/Ica,1.0
M-I/U,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\ZSPBEE.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\ZSPBEE_ZQUISE-L1-SEL 421.ElmRelay\M-I/U.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPBEE,M-I/U,1.0
Meas RMS seq,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro Bio-Energy.ElmSite\ZSPBEE.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\ZSPBEE_ZQUISE-L1-SEL 421.ElmRelay\Meas RMS seq.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPBEE,Meas RMS seq,1.0
Measurement,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\L2.ElmTerm\Cub_2.StaCubic\ZSPMBE_ZSPM2E-L1-7SA6.ElmRelay\Measurement.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPMAE,Measurement,1.0
Measurement Delta,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\L2.ElmTerm\Cub_2.StaCubic\ZSPMBE_ZSPM2E-L1-7SA6.ElmRelay\Measurement Delta.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPMAE,Measurement Delta,1.0
Measurement Seq,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\L2.ElmTerm\Cub_2.StaCubic\ZSPMBE_ZSPM2E-L1-7SA6.ElmRelay\Measurement Seq.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPMAE,Measurement Seq,1.0
Measurement I4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\L2.ElmTerm\Cub_2.StaCubic\ZSPMBE_ZSPM2E-L1-7SA6.ElmRelay\Measurement I4.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPMAE,Measurement I4,1.0
MeasPhase,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\L2.ElmTerm\Cub_2.StaCubic\ZSPMBE_ZSPM2E-L1-7SJ62.ElmRelay\MeasPhase.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPMAE,MeasPhase,5.0
Meas0Seq,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\L2.ElmTerm\Cub_2.StaCubic\ZSPMBE_ZSPM2E-L1-7SJ62.ElmRelay\Meas0Seq.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPMAE,Meas0Seq,5.0
MeasSeq,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\L2.ElmTerm\Cub_2.StaCubic\ZSPMBE_ZSPM2E-L1-7SJ62.ElmRelay\MeasSeq.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPMAE,MeasSeq,0.0
Measurement,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\R1.ElmTerm\Cub_2.StaCubic\ZSPMBE_ZLROME-L1-7SA6.ElmRelay\Measurement.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPMAE,Measurement,1.0
Measurement Delta,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\R1.ElmTerm\Cub_2.StaCubic\ZSPMBE_ZLROME-L1-7SA6.ElmRelay\Measurement Delta.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPMAE,Measurement Delta,1.0
Measurement Seq,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\R1.ElmTerm\Cub_2.StaCubic\ZSPMBE_ZLROME-L1-7SA6.ElmRelay\Measurement Seq.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPMAE,Measurement Seq,1.0
Measurement I4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\R1.ElmTerm\Cub_2.StaCubic\ZSPMBE_ZLROME-L1-7SA6.ElmRelay\Measurement I4.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPMAE,Measurement I4,1.0
Meas_1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\R1.ElmTerm\Cub_2.StaCubic\ZSPMBE_ZLROME-L1-7SD52.ElmRelay\Meas_1.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPMAE,Meas_1,1.0
Meas_1_2nd-H,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\R1.ElmTerm\Cub_2.StaCubic\ZSPMBE_ZLROME-L1-7SD52.ElmRelay\Meas_1_2nd-H.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPMAE,Meas_1_2nd-H,1.0
Meas_2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\R1.ElmTerm\Cub_2.StaCubic\ZSPMBE_ZLROME-L1-7SD52.ElmRelay\Meas_2.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPMAE,Meas_2,1.0
Meas_2_2nd-H,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\R1.ElmTerm\Cub_2.StaCubic\ZSPMBE_ZLROME-L1-7SD52.ElmRelay\Meas_2_2nd-H.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPMAE,Meas_2_2nd-H,1.0
Diff RMS meas,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\R1.ElmTerm\Cub_2.StaCubic\ZSPMBE_ZLROME-L1-7SD52.ElmRelay\Diff RMS meas.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPMAE,Diff RMS meas,1.0
Measurement,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\R1.ElmTerm\Cub_2.StaCubic\ZSPMBE_ZLROME-L1-7SD52.ElmRelay\Distance/Overcurrent/Voltage.ElmRelay\Measurement.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPMAE,Measurement,1.0
Meas. Sequence,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\R1.ElmTerm\Cub_2.StaCubic\ZSPMBE_ZLROME-L1-7SD52.ElmRelay\Distance/Overcurrent/Voltage.ElmRelay\Meas. Sequence.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPMAE,Meas. Sequence,1.0
Meas_Delta,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\R1.ElmTerm\Cub_2.StaCubic\ZSPMBE_ZLROME-L1-7SD52.ElmRelay\Distance/Overcurrent/Voltage.ElmRelay\Meas_Delta.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPMAE,Meas_Delta,1.0
Meas_I0mut,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\R1.ElmTerm\Cub_2.StaCubic\ZSPMBE_ZLROME-L1-7SD52.ElmRelay\Distance/Overcurrent/Voltage.ElmRelay\Meas_I0mut.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPMAE,Meas_I0mut,1.0
MeasPhase,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\R1.ElmTerm\Cub_2.StaCubic\ZSPMBE_ZLROME-L1-7SJ62.ElmRelay\MeasPhase.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPMAE,MeasPhase,1.0
Meas0Seq,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\R1.ElmTerm\Cub_2.StaCubic\ZSPMBE_ZLROME-L1-7SJ62.ElmRelay\Meas0Seq.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPMAE,Meas0Seq,1.0
MeasSeq,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\R1.ElmTerm\Cub_2.StaCubic\ZSPMBE_ZLROME-L1-7SJ62.ElmRelay\MeasSeq.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPMAE,MeasSeq,0.0
Measurement,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\R2.ElmTerm\Cub_2.StaCubic\ZSPMBE_ZLROME-L2-7SA6.ElmRelay\Measurement.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPMAE,Measurement,1.0
Measurement Delta,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\R2.ElmTerm\Cub_2.StaCubic\ZSPMBE_ZLROME-L2-7SA6.ElmRelay\Measurement Delta.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPMAE,Measurement Delta,1.0
Measurement Seq,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\R2.ElmTerm\Cub_2.StaCubic\ZSPMBE_ZLROME-L2-7SA6.ElmRelay\Measurement Seq.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPMAE,Measurement Seq,1.0
Measurement I4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\R2.ElmTerm\Cub_2.StaCubic\ZSPMBE_ZLROME-L2-7SA6.ElmRelay\Measurement I4.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPMAE,Measurement I4,1.0
Meas_1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\R2.ElmTerm\Cub_2.StaCubic\ZSPMBE_ZLROME-L2-7SD52.ElmRelay\Meas_1.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPMAE,Meas_1,1.0
Meas_1_2nd-H,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\R2.ElmTerm\Cub_2.StaCubic\ZSPMBE_ZLROME-L2-7SD52.ElmRelay\Meas_1_2nd-H.RelMeasure,0,ESTE CERCANO,ESTE,ESTE 138 kV,ZSPMAE,Meas_1_2nd-H,1.0
