loc_name,for_name,ruta,barra(bus1),barra(bus1)_for,barra(bus1)_id,barra(bus2),barra(bus2)_for,barra(bus2)_id,outserv,cpZone,cpArea,cpGrid,cpSubstat,typ_id,GPSlat,GPSlon,Inom,on_off,aUsage
ZLRMAF-D2-Q1,ZLRMAF-D2-Q1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZLRPUF.ElmSubstat\ZLRMAF-D2-Q1.ElmCoup,1(2),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZLRPUF.ElmSubstat\1(2).ElmTerm,1(1),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZLRPUF.ElmSubstat\1(1).ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZLRPUF,,0.0,0.0,0.0,1,cbk
disconnector(6),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZLRPUF.ElmSubstat\disconnector(6).ElmCoup,1(1),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZLRPUF.ElmSubstat\1(1).ElmTerm,1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZLRPUF.ElmSubstat\1.ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZLRPUF,,0.0,0.0,0.0,1,dct
disconnector(3),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\disconnector(3).ElmCoup,WHIGUF(2),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\WHIGUF(2).ElmTerm,WHIGUF(5),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\WHIGUF(5).ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZHIGUF,,0.0,0.0,0.0,1,dct
disconnector(2),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\disconnector(2).ElmCoup,WHIGUF(4),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\WHIGUF(4).ElmTerm,WHIGUF(6),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\WHIGUF(6).ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZHIGUF,,0.0,0.0,0.0,1,dct
disconnector(1),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\disconnector(1).ElmCoup,69 kV Higüey,WHIGUF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\69 kV Higüey.ElmTerm,WHIGUF(1),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\WHIGUF(1).ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZHIGUF,,0.0,0.0,0.0,1,dct
disconnector,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\disconnector.ElmCoup,69 kV Higüey,WHIGUF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\69 kV Higüey.ElmTerm,WHIGUF(3),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\WHIGUF(3).ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZHIGUF,,0.0,0.0,0.0,1,dct
ZHIGUF_ZBENEF-L1-Q1,ZHIGUF_ZBENEF-L1-Q1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\ZHIGUF_ZBENEF-L1-Q1.ElmCoup,WHIGUF(1),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\WHIGUF(1).ElmTerm,WHIGUF(2),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\WHIGUF(2).ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZHIGUF,,0.0,0.0,0.0,1,cbk
ZHIGUF-D1-Q1,ZHIGUF-D1-Q1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\ZHIGUF-D1-Q1.ElmCoup,WHIGUF(3),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\WHIGUF(3).ElmTerm,WHIGUF(4),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\WHIGUF(4).ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZHIGUF,,0.0,0.0,0.0,1,cbk
disconnector(7),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\disconnector(7).ElmCoup,69 kV Higüey,WHIGUF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\69 kV Higüey.ElmTerm,1(5),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\1(5).ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZHIGUF,,0.0,0.0,0.0,1,dct
disconnector(6),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\disconnector(6).ElmCoup,1(4),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\1(4).ElmTerm,1(3),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\1(3).ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZHIGUF,,0.0,0.0,0.0,1,dct
ZHIGUF_ZBENEF-L1-Q1(1),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\ZHIGUF_ZBENEF-L1-Q1(1).ElmCoup,1(5),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\1(5).ElmTerm,1(4),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZHIGUF.ElmSubstat\1(4).ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZHIGUF,,0.0,0.0,0.0,1,cbk
disconnector(2),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\disconnector(2).ElmCoup,69 kV Monte Plata,WMPLAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\69 kV Monte Plata.ElmTerm,WMPLAF(3),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\WMPLAF(3).ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPLAF,,0.0,0.0,0.0,1,dct
disconnector(1),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\disconnector(1).ElmCoup,WMPLAF(4),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\WMPLAF(4).ElmTerm,WMPLAF(6),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\WMPLAF(6).ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPLAF,,0.0,0.0,0.0,1,dct
ZMPLAF-D1-Q1,ZMPLAF-D1-Q1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\ZMPLAF-D1-Q1.ElmCoup,WMPLAF(3),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\WMPLAF(3).ElmTerm,WMPLAF(4),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\WMPLAF(4).ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPLAF,,0.0,0.0,0.0,1,cbk
disconnector(5),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\disconnector(5).ElmCoup,69 kV Monte Plata,WMPLAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\69 kV Monte Plata.ElmTerm,1(2),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\1(2).ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPLAF,,0.0,0.0,0.0,1,dct
ZMPLAF-D2-Q1,ZMPLAF-D2-Q1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\ZMPLAF-D2-Q1.ElmCoup,1(2),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\1(2).ElmTerm,1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\1.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPLAF,,0.0,0.0,0.0,1,cbk
disconnector(4),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\disconnector(4).ElmCoup,1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\1.ElmTerm,1(1),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\1(1).ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPLAF,,0.0,0.0,0.0,1,dct
disconnector(10),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\disconnector(10).ElmCoup,69 kV Monte Plata,WMPLAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\69 kV Monte Plata.ElmTerm,2(8),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\2(8).ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPLAF,,0.0,0.0,0.0,1,dct
disconnector(11),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\disconnector(11).ElmCoup,2(7),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\2(7).ElmTerm,2(6),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\2(6).ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPLAF,,0.0,0.0,0.0,1,dct
ZMPLAF_ZYAMAF-L1-Q1(3),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\ZMPLAF_ZYAMAF-L1-Q1(3).ElmCoup,2(8),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\2(8).ElmTerm,2(7),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZMPLAF.ElmSubstat\2(7).ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPLAF,,0.0,0.0,0.0,1,cbk
WMPSOK_WMPSOF-T1-Q1,WMPSOK_WMPSOF-T1-Q1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\WMPSOK_WMPSOF-T1-Q1.ElmCoup,T1.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T1.2.ElmTerm,T1.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T1.1.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK,,0.0,0.0,0.0,1,cbk
G3MPSOLA-Q1,G3MPSOLA-Q1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\G3MPSOLA-Q1.ElmCoup,T1.4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T1.4.ElmTerm,T1.3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T1.3.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK,,0.0,0.0,0.0,1,cbk
CB3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\CB3.ElmCoup,T2.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T2.2.ElmTerm,T2.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T2.1.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK,,0.0,0.0,0.0,1,cbk
CB4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\CB4.ElmCoup,T2.4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T2.4.ElmTerm,T2.3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T2.3.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK,,0.0,0.0,0.0,1,cbk
IS1.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\IS1.1.ElmCoup,T1.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T1.1.ElmTerm,1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\1.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK,,0.0,0.0,0.0,1,dct
IS1.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\IS1.2.ElmCoup,Terminal Monte Plata Solar,WMPSOK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\Terminal Monte Plata Solar.ElmTerm,T1.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T1.2.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK,,0.0,0.0,0.0,1,dct
IS2.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\IS2.1.ElmCoup,T1.3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T1.3.ElmTerm,2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\2.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK,,0.0,0.0,0.0,1,dct
IS2.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\IS2.2.ElmCoup,Terminal Monte Plata Solar,WMPSOK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\Terminal Monte Plata Solar.ElmTerm,T1.4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T1.4.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK,,0.0,0.0,0.0,1,dct
IS3.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\IS3.1.ElmCoup,T2.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T2.1.ElmTerm,3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\3.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK,,0.0,0.0,0.0,1,dct
IS3.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\IS3.2.ElmCoup,Terminal Monte Plata Solar,WMPSOK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\Terminal Monte Plata Solar.ElmTerm,T2.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T2.2.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK,,0.0,0.0,0.0,1,dct
IS4.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\IS4.1.ElmCoup,T2.3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T2.3.ElmTerm,4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\4.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK,,0.0,0.0,0.0,1,dct
IS4.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\IS4.2.ElmCoup,Terminal Monte Plata Solar,WMPSOK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\Terminal Monte Plata Solar.ElmTerm,T2.4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T2.4.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK,,0.0,0.0,0.0,1,dct
IS5.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\IS5.2.ElmCoup,Terminal Monte Plata Solar,WMPSOK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\Terminal Monte Plata Solar.ElmTerm,T1.4(1),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T1.4(1).ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK,,0.0,0.0,0.0,1,dct
