loc_name,for_name,ruta,barra(bushv),barra(bushv)_for,barra(bushv)_id,barra(buslv),barra(buslv)_for,barra(buslv)_id,outserv,cpZone,cpArea,cpGrid,cpSubstat,typ_id,GPSlat,GPSlon,ntnum,nntap,i_cont,usetp
69/20 kV Transformador Monte Plata Solar,WMPSOF_WMPSOK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\69/20 kV Transformador Monte Plata Solar.ElmTr2,69 kV Monte Plata Solar,WMPSOF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\69 kV Monte Plata Solar.ElmTerm,1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\1.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 69 kV,,69/20 kV Trafo Monte Plata Solar 60 MVA,0.0,0.0,1,0,0,1.0
69/13.8 kV Transformador Palamara Grupo3,WGPALF_WPAL3K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Diésel Palamara.ElmSite\69/13.8 kV Transformador Palamara Grupo3.ElmTr2,4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZGPALF.ElmSubstat\4.ElmTerm,4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Diésel Palamara.ElmSite\ZPAL3K.ElmSubstat\4.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,69/13.8 kV Trafo Palamara G1 55 MVA,0.0,0.0,1,0,0,1.0
69/13.8 kV Transformador Palamara Grupo2,WGPALF_WPAL2K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Diésel Palamara.ElmSite\69/13.8 kV Transformador Palamara Grupo2.ElmTr2,2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZGPALF.ElmSubstat\2.ElmTerm,R4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Diésel Palamara.ElmSite\ZPAL1K.ElmSubstat\R4.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,69/13.8 kV Trafo Palamara G1 55 MVA,0.0,0.0,1,0,0,1.0
69/13.8 kV Transformador Palamara Grupo1,WGPALF_WPAL1K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Diésel Palamara.ElmSite\69/13.8 kV Transformador Palamara Grupo1.ElmTr2,3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZGPALF.ElmSubstat\3.ElmTerm,L1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Diésel Palamara.ElmSite\ZPAL1K.ElmSubstat\L1.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,69/13.8 kV Trafo Palamara G1 55 MVA,0.0,0.0,1,0,0,1.0
69/12.5 kV Transformador INCA km 22,WINCAF-WINCAK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\INCA km 22.ElmSite\69/12.5 kV Transformador INCA km 22.ElmTr2,3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\INCA km 22.ElmSite\ZINCAF.ElmSubstat\3.ElmTerm,R4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZINCAK.ElmSubstat\R4.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,69/12.47 kV Trafo INCA 28 MVA,0.0,0.0,1,0,0,1.0
66/13.8 kV Transformador EDM3,WEMA3F_WEMB3K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\EDM 3.ElmSite\66/13.8 kV Transformador EDM3.ElmTr2,T01,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\EDM 3.ElmSite\ZEMA3F.ElmSubstat\T01.ElmTerm,Terminal EDM3 TG2,WEM32K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\EDM 3.ElmSite\Terminal EDM3 TG2.ElmTerm,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,,66/13.8 kV Trafo EDM3 66 MVA,0.0,0.0,1,0,0,1.0
69/34.5 kV Transformador Mata de Palma,WMPALF_WMPALK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Mata de Palma.ElmSite\69/34.5 kV Transformador Mata de Palma.ElmTr2,69 kV Mata de Palma,WMPALF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Mata de Palma.ElmSite\69 kV Mata de Palma.ElmTerm,Terminal Mata de Palma_,WMPALK_,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Mata de Palma.ElmSite\Terminal Mata de Palma_.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,69/12.5 kV Trafo de Mata de Palma 60 MVA,0.0,0.0,1,8,0,1.0
69/13.8 kV Transformador Maranatha,WHNS1F_WMARAK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Maranatha.ElmSite\69/13.8 kV Transformador Maranatha.ElmTr2,69 kV Maranatha,WMARAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Maranatha.ElmSite\69 kV Maranatha.ElmTerm,Terminal Maranatha,WMARAK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Maranatha.ElmSite\Terminal Maranatha.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,69/13.8 kV Trafo Maranatha,0.0,0.0,1,0,0,1.0
345/138 kV Transformador 1 Julio Sauri,WJSAUD_WJSAUE-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\345/138 kV Transformador 1 Julio Sauri.ElmTr2,D4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\D4.ElmTerm,E5,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\E5.ElmTerm,0,SUR CERCANO,SUR,Expansión 345 kV,ZJSAUD,345/138 kV Julio Sauri T1 y T2 (600 MVA),0.0,0.0,1,8,0,1.0
345/138 kV Transformador 2 Julio Sauri,WJSAUD_WJSAUE-T2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\345/138 kV Transformador 2 Julio Sauri.ElmTr2,D1(1),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\D1(1).ElmTerm,E1(1),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Julio Sauri.ElmSite\ZJSAUD.ElmSubstat\E1(1).ElmTerm,0,SUR CERCANO,SUR,Expansión 345 kV,,345/138 kV Julio Sauri T1 y T2 (600 MVA),0.0,0.0,1,8,0,1.0
345/138 kV Transformador 2 El Naranjo,WNARAD_WNARAE-T2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\345/138 kV Transformador 2 El Naranjo.ElmTr2,D4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\D4.ElmTerm,E4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\E4.ElmTerm,0,CIBAO NORTE,NORTE,Expansión 345 kV,ZNARAD,345/138 kV El Naranjo T1 y T2 (450 MVA),0.0,0.0,1,4,0,1.0
345/138 kV Transformador 1 El Naranjo,WNARAD_WNARAE-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\345/138 kV Transformador 1 El Naranjo.ElmTr2,D5,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\D5.ElmTerm,E6,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\El Naranjo.ElmSite\ZNARAD.ElmSubstat\E6.ElmTerm,0,CIBAO NORTE,NORTE,Expansión 345 kV,,345/138 kV El Naranjo T1 y T2 (450 MVA),0.0,0.0,1,4,0,1.0
230/13.8 kV Transformador Quisqueya 2 G1,WQU11D_WQU21K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\230/13.8 kV Transformador Quisqueya 2 G1.ElmTr2,9,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 2.ElmSubstat\9.ElmTerm,E2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\TER QUISQUEYA2.ElmSubstat\E2.ElmTerm,0,ESTE CERCANO,ESTE,Expansión 345 kV,,230/13.8 kV Trafo 18% Quisqueya 90 MVA,0.0,0.0,1,0,0,1.0
230/13.8 kV Transformador Quisqueya 2 G2,WQU11D_WQU22K-T2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\230/13.8 kV Transformador Quisqueya 2 G2.ElmTr2,8,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 2.ElmSubstat\8.ElmTerm,E6,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\TER QUISQUEYA2.ElmSubstat\E6.ElmTerm,0,ESTE CERCANO,ESTE,Expansión 345 kV,,230/13.8 kV Trafo 18% Quisqueya 90 MVA,0.0,0.0,1,0,0,1.0
230/13.8 kV Transformador Quisqueya 2 G3,WQU11D_WQU23K-T3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\230/13.8 kV Transformador Quisqueya 2 G3.ElmTr2,6,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 2.ElmSubstat\6.ElmTerm,10,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\10.ElmTerm,0,ESTE CERCANO,ESTE,Expansión 345 kV,,230/13.8 kV Trafo18% Quisqueya 106 MVA,0.0,0.0,1,0,0,1.0
230/13.8 kV Transformador Q1 San Pedro,WQUISD_WQ1SPK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\230/13.8 kV Transformador Q1 San Pedro.ElmTr2,1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 1.ElmSubstat\1.ElmTerm,E2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\TER QUISQUEYA1.ElmSubstat\E2.ElmTerm,0,ESTE CERCANO,ESTE,Expansión 345 kV,,230/13.8 kV Trafo 18% Quisqueya 90 MVA,0.0,0.0,1,0,0,1.0
230/13.8 kV Transformador Quisqueya 1 G2,WQU21D_WQU12K-T2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\230/13.8 kV Transformador Quisqueya 1 G2.ElmTr2,2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 1.ElmSubstat\2.ElmTerm,E6,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\TER QUISQUEYA1.ElmSubstat\E6.ElmTerm,0,ESTE CERCANO,ESTE,Expansión 345 kV,,230/13.8 kV Trafo 18% Quisqueya 90 MVA,0.0,0.0,1,0,0,1.0
230/13.8 kV Transformador Quisqueya 1 G3,WQU21D_WQU13K-T3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\230/13.8 kV Transformador Quisqueya 1 G3.ElmTr2,3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 1.ElmSubstat\3.ElmTerm,5,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\5.ElmTerm,0,ESTE CERCANO,ESTE,Expansión 345 kV,,230/13.8 kV Trafo18% Quisqueya 106 MVA,0.0,0.0,1,0,0,1.0
230/34.5 kV Transformador 1 PVDC,WPVDCD_WPVD1K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\230/34.5 kV Transformador 1 PVDC.ElmTr2,L4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\ZPVDCD.ElmSubstat\L4.ElmTerm,Terminal PVDC 1,WPVD1K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\Terminal PVDC 1.ElmTerm,0,CIBAO SUR,NORTE,Expansión 345 kV,,230/34.5 kV Trafo Barrick Carga 150 MVA,0.0,0.0,1,0,0,1.0
230/34.5 kV Transformador 2 PVDC,WPVDCD_WPVD2K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\230/34.5 kV Transformador 2 PVDC.ElmTr2,R2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\ZPVDCD.ElmSubstat\R2.ElmTerm,Terminal PVDC 2,WPVD2K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\Terminal PVDC 2.ElmTerm,0,CIBAO SUR,NORTE,Expansión 345 kV,,230/34.5 kV Trafo Barrick Carga 150 MVA,0.0,0.0,1,0,0,1.0
345/22 kV Transformador Punta Catalina 1,WPCA2D_WPCA1K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Punta Catalina.ElmSite\345/22 kV Transformador Punta Catalina 1.ElmTr2,4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Punta Catalina.ElmSite\ZPCATD.ElmSubstat\4.ElmTerm,Terminal Punta Catalina 1,WPCA1K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Punta Catalina.ElmSite\Terminal Punta Catalina 1.ElmTerm,0,SUR CERCANO,SUR,Expansión 345 kV,,345/22 kV Trafo Punta Catalina 425 MVA,0.0,0.0,1,3,0,1.0
345/22 kV Transformador Punta Catalina 2,WPCA2D_WPCA2K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Punta Catalina.ElmSite\345/22 kV Transformador Punta Catalina 2.ElmTr2,2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Punta Catalina.ElmSite\ZPCATD.ElmSubstat\2.ElmTerm,Terminal Punta Catalina 2,WPCA2K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Punta Catalina.ElmSite\Terminal Punta Catalina 2.ElmTerm,0,SUR CERCANO,SUR,Expansión 345 kV,,345/22 kV Trafo Punta Catalina 425 MVA,0.0,0.0,1,3,0,1.0
345/230 kV Transformador 2 Bonao 3,WBON3D_WBON3C-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Bonao 3.ElmSite\345/230 kV Transformador 2 Bonao 3.ElmTr2,L3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Bonao 3.ElmSite\ZBON3D.ElmSubstat\L3.ElmTerm,Tap 230 kV Bonao 3 D03,WXBO3D,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Bonao 3.ElmSite\Tap 230 kV Bonao 3 D03.ElmTerm,0,CIBAO SUR,NORTE,Expansión 345 kV,,345/230 kV Bonao 3 T1 (300 MVA),0.0,0.0,1,2,0,1.0
230/138 kV Transformador 2 Bonao 3,WBON3C_WBON3E-T2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Bonao 3.ElmSite\230/138 kV Transformador 2 Bonao 3.ElmTr2,Tap 230 kV Bonao 3 D04,WXBO4D,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Bonao 3.ElmSite\Tap 230 kV Bonao 3 D04.ElmTerm,3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Bonao 3.ElmSite\ZBON3E.ElmSubstat\3.ElmTerm,0,CIBAO SUR,NORTE,Expansión 345 kV,,230/138 kV Bonao 3 T1 (250MVA),0.0,0.0,1,-5,0,1.0
345/138 kV Transformador 1 Guerra,WGUERD_WGUERE-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\345/138 kV Transformador 1 Guerra.ElmTr2,3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERD.ElmSubstat\3.ElmTerm,2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\2.ElmTerm,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,,345/138 kV Guerra T1 (450 MVA),0.0,0.0,1,-9,0,1.0
345/138 kV Transformador 2 Guerra,WGUERD_WGUERE-T2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\345/138 kV Transformador 2 Guerra.ElmTr2,4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERD.ElmSubstat\4.ElmTerm,1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Guerra.ElmSite\ZGUERE.ElmSubstat\1.ElmTerm,0,SANTO DOMINGO,CENTRAL,Expansión 345 kV,,345/138 kV Guerra T1 (450 MVA),0.0,0.0,1,-9,0,1.0
138/13.8 kV Transformador Sultana Este 1,WSESTE_WSES1K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\138/13.8 kV Transformador Sultana Este 1.ElmTr2,4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\4.ElmTerm,Terminal Sultana del Este 1,WSES1K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\Terminal Sultana del Este 1.ElmTerm,0,ESTE CERCANO,ESTE,ESTE 138 kV,,138/13.8 kV Traf Sult. del Este 100 MVA,0.0,0.0,1,0,0,1.0
138/13.8 kV Transformador Sultana Este 2,WSESTE_WSES2K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\138/13.8 kV Transformador Sultana Este 2.ElmTr2,2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\2.ElmTerm,Terminal Sultana del Este 2,WSES2K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\Terminal Sultana del Este 2.ElmTerm,1,ESTE CERCANO,ESTE,ESTE 138 kV,,138/13.8 kV Tr 75 MVA Sultana del Este 2,0.0,0.0,1,-2,0,1.0
138/13.8 kV Transformador Sultana Este 3,WSESTE_WSES3K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\138/13.8 kV Transformador Sultana Este 3.ElmTr2,1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\1.ElmTerm,Terminal Sultana del Este 3,WSES3K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\Terminal Sultana del Este 3.ElmTerm,1,ESTE CERCANO,ESTE,ESTE 138 kV,,138/13.8 kV Tr 75 MVA Sultana del Este 3,0.0,0.0,1,-10,0,1.0
138/69 kV Transformador La Romana,WLROME_WLROMF-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\La Romana.ElmSite\138/69 kV Transformador La Romana.ElmTr2,2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\La Romana.ElmSite\ZLROME.ElmSubstat\2.ElmTerm,1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\La Romana.ElmSite\ZLROMF.ElmSubstat\1.ElmTerm,0,ESTE PROFUNDO,ESTE,ESTE 138 kV,,133/69 kV La Romana T1 (100 MVA),0.0,0.0,1,-4,0,1.0
