loc_name,for_name,ruta,cpZone,cpArea,cpGrid,cpSubstat,typ_id,on_off,aUsage
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Magueyal.ElmSite\Terminal Magueyal.ElmTerm\Cub_5.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
KPF GRANITOS BOJOS,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Granitos Bojos.ElmTerm\Cub_2.StaCubic\KPF GRANITOS BOJOS.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Granitos Bojos.ElmTerm\Cub_5.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,cbk
KPF INGENIO BARAHONA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Ingenio Barahona.ElmTerm\Cub_5.StaCubic\KPF INGENIO BARAHONA.StaSwitch,SUR PROFUNDO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Ingenio Barahona.ElmTerm\Cub_6.StaCubic\Switch.StaSwitch,SUR PROFUNDO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Las Damas.ElmSite\69 kV Las Damas.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR PROFUNDO,SUR,SUR 69 kV,,,1,cbk
WDRODK_WDRODL-T1-Q1,WDRODK_WDRODL-T1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\Terminal Domingo Rodríguez 1.ElmTerm\WDRODK(2).StaCubic\WDRODK_WDRODL-T1-Q1.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
WDRODF_WDRODK-T1-Q2,WDRODF_WDRODK-T1-Q2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\Terminal Domingo Rodríguez 1.ElmTerm\WDRODK.StaCubic\WDRODF_WDRODK-T1-Q2.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
WDRODK_WDRODL-T1-Q2,WDRODK_WDRODL-T1-Q2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\Terminal Domingo Rodríguez 2.ElmTerm\WDRODL(2).StaCubic\WDRODK_WDRODL-T1-Q2.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
ZDRODL-D1-Q1,ZDRODL-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\Terminal Domingo Rodríguez 2.ElmTerm\WDRODL(3).StaCubic\ZDRODL-D1-Q1.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
G3DRODR2-Q1,G3DRODR2-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\Terminal Domingo Rodríguez 2.ElmTerm\WDRODL(1).StaCubic\G3DRODR2-Q1.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
G3DRODR1-Q1,G3DRODR1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\Terminal Domingo Rodríguez 2.ElmTerm\WDRODL.StaCubic\G3DRODR1-Q1.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\69 kV Domingo Rodríguez.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
KPF AERO BARAHONA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Aeropuerto Barahona.ElmTerm\Cub_3.StaCubic\KPF AERO BARAHONA.StaSwitch,SUR PROFUNDO,SUR,SUR 69 kV,,,1,cbk
KPF SODOCAL,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap SODOCAL.ElmTerm\Cub_2.StaCubic\KPF SODOCAL.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Madre Vieja.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Madre Vieja.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,cbk
KPF SALINAS,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Salinas.ElmTerm\Cub_3.StaCubic\KPF SALINAS.StaSwitch,SUR PROFUNDO,SUR,SUR 69 kV,,,1,cbk
KPF VICENTE NOBLE,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Vicente Noble.ElmTerm\Cub_2.StaCubic\KPF VICENTE NOBLE.StaSwitch,SUR PROFUNDO,SUR,SUR 69 kV,,,1,cbk
KPF ACUEDUCTO SUR-OESTE,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Vicente Noble.ElmTerm\Cub_3.StaCubic\KPF ACUEDUCTO SUR-OESTE.StaSwitch,SUR PROFUNDO,SUR,SUR 69 kV,,,1,cbk
ZXBAPF_ZXBMAF-L1-Q1,ZXBAPF_ZXBMAF-L1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Baní PER.ElmTerm\Cub_1.StaCubic\ZXBAPF_ZXBMAF-L1-Q1.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,cbk
ZBAPEF_ZXBAPF-L1-Q1,ZBAPEF_ZXBAPF-L1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Baní PER.ElmTerm\Cub_3.StaCubic\ZBAPEF_ZXBAPF-L1-Q1.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,cbk
ZCOCOF_ZXBAPF-L1-Q2,ZCOCOF_ZXBAPF-L1-Q2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Baní PER.ElmTerm\Cub_2.StaCubic\ZCOCOF_ZXBAPF-L1-Q2.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,cbk
KPF ABCO,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap ABCO.ElmTerm\Cub_1.StaCubic\KPF ABCO.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
KPF ABCO,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap ABCO.ElmTerm\Cub_2.StaCubic\KPF ABCO.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
KPF ABCO HACIA OCOA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap ABCO.ElmTerm\Cub_3.StaCubic\KPF ABCO HACIA OCOA.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
KPF MADRE VIEJA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap 2 Madre Vieja.ElmTerm\Cub_3.StaCubic\KPF MADRE VIEJA.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,0,cbk
KPF VILLARPANDO,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Villarpando.ElmTerm\Cub_3.StaCubic\KPF VILLARPANDO.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
KPF km 15 DE AZUA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Acueducto INAPA Azua.ElmTerm\Cub_4.StaCubic\KPF km 15 DE AZUA.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
KPF BANÍ PUEBLO,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Baní.ElmTerm\Cub_3.StaCubic\KPF BANÍ PUEBLO.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,cbk
KPF PRODUCTOS LINDA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Productos Linda.ElmTerm\Cub_2.StaCubic\KPF PRODUCTOS LINDA.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
KPF AZUA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Azua.ElmTerm\Cub_3.StaCubic\KPF AZUA.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
KPF AZUA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Azua.ElmTerm\Cub_4.StaCubic\KPF AZUA.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
KPF CANOA SOLAR,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Solar Canoa.ElmTerm\Cub_2.StaCubic\KPF CANOA SOLAR.StaSwitch,SUR PROFUNDO,SUR,SUR 69 kV,,,1,cbk
WSCANF_WSCANK-T1-Q2,WSCANF_WSCANK-T1-Q2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Canoa Solar.ElmSite\Terminal Canoa Solar.ElmTerm\Cub_1.StaCubic\WSCANF_WSCANK-T1-Q2.StaSwitch,SUR PROFUNDO,SUR,SUR 69 kV,,,1,cbk
ZSCANK-D1-Q1,ZSCANK-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Canoa Solar.ElmSite\Terminal Canoa Solar.ElmTerm\Cub_3.StaCubic\ZSCANK-D1-Q1.StaSwitch,SUR PROFUNDO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Canoa Solar.ElmSite\Terminal Canoa Solar.ElmTerm\Cub_5(1).StaCubic\Switch.StaSwitch,SUR PROFUNDO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Magueyal.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
KPF MAYEGÜAL,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Magueyal.ElmTerm\Cub_2.StaCubic\KPF MAYEGÜAL.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Magueyal.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
KPF DOMINGO RODRÍGUEZ,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Domingo Rodríguez.ElmTerm\Cub_2.StaCubic\KPF DOMINGO RODRÍGUEZ.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,dct
KPF LAS MATAS DE FARFÁN,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Las Matas de Farfán.ElmTerm\Cub_3.StaCubic\KPF LAS MATAS DE FARFÁN.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
KPF GOYA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Goya.ElmTerm\Cub_1.StaCubic\KPF GOYA.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,cbk
KPF REFIDOMSA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap 1 LAFZID.ElmTerm\Cub_3.StaCubic\KPF REFIDOMSA.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,cbk
KPF ALAMBRES DOMINICANOS,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Alambres Dominicano.ElmTerm\Cub_2.StaCubic\KPF ALAMBRES DOMINICANOS.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Terminal Nizao-Najayo.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Terminal Nizao-Najayo.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Terminal Nizao-Najayo.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Terminal Los Anones.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Terminal Los Anones.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Terminal Los Anones.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Baní Pueblo.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Vallejuelo.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Elías Piña.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Neiba.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR PROFUNDO,SUR,SUR 69 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Acueducto Sur-Oeste.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR PROFUNDO,SUR,SUR 69 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Ingenio Barahona.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR PROFUNDO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV ZF Barahona.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR PROFUNDO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Khoury Industrial.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR PROFUNDO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Salinas.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR PROFUNDO,SUR,SUR 69 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69kV Aeropuerto Barahona.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR PROFUNDO,SUR,SUR 69 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Vicente Noble.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR PROFUNDO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Las Matas de Farfán.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Guanito 2.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Villarpando.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Quita Coraza.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR PROFUNDO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Productos Linda.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Azua.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV ABCO.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV San José de Ocoa.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Baní PER.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV La Famosa.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Pizarrete Distribución.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Ingenio CAEI.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Yaguate.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Goya.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Acueducto INAPA SCN.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV SODOCAL.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV San Rafael(1).ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Cemento Colón(Argos).ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Alambres Dominicanos.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV ZF Nigua(1).ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Puerto de Haina.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Ojiva.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Granitos Bojos.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,cbk
