loc_name,for_name,ruta,cpZone,cpArea,cpGrid,cpSubstat,typ_id,on_off,aUsage
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\Terminal Monción.ElmTerm\Cub_16.StaCubic\Switch.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 138 kV,,,1,cbk
ZZMONK-D1-Q1,ZZMONK-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\13.8 kV Zona Monción.ElmTerm\WZMONK(1).StaCubic\ZZMONK-D1-Q1.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 138 kV,,,1,cbk
WZMONK_WCEMOK-T1-Q1,WZMONK_WCEMOK-T1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\13.8 kV Zona Monción.ElmTerm\Cub_2.StaCubic\WZMONK_WCEMOK-T1-Q1.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\13.8 kV Zona Monción.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 138 kV,,,1,cbk
ZPIM3K-D1-Q1,ZPIM3K-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\Terminal Pimentel Grupo 3.ElmTerm\WPIM3K(1).StaCubic\ZPIM3K-D1-Q1.StaSwitch,CIBAO NORESTE,NORTE,NORTE 138 kV,,,1,cbk
G3PIMEN3-Q1,G3PIMEN3-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\Terminal Pimentel Grupo 3.ElmTerm\WPIM3K.StaCubic\G3PIMEN3-Q1.StaSwitch,CIBAO NORESTE,NORTE,NORTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\Terminal Pimentel Grupo 3.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,CIBAO NORESTE,NORTE,NORTE 138 kV,,,1,cbk
ZLANGK-D1-Q1,ZLANGK-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\López Angostura.ElmSite\Terminal López Angostura.ElmTerm\WLANGK(2).StaCubic\ZLANGK-D1-Q1.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,,,1,cbk
G3LANGOS-Q1,G3LANGOS-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\López Angostura.ElmSite\Terminal López Angostura.ElmTerm\WLANGK.StaCubic\G3LANGOS-Q1.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\López Angostura.ElmSite\Terminal López Angostura.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,,,1,cbk
ZSFEVK-D1-Q1,ZSFEVK-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\ZSFELE(1).ElmSubstat\Terminal San Felipe Vapor.ElmTerm\Cub_2.StaCubic\ZSFEVK-D1-Q1.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,ZSFELE(1),,1,cbk
G3SFV-Q1,G3SFV-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\ZSFELE(1).ElmSubstat\Terminal San Felipe Vapor.ElmTerm\Cub_3.StaCubic\G3SFV-Q1.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,ZSFELE(1),,1,cbk
WSFELE_WSFEGK-T1-Q3,WSFELE_WSFEGK-T1-Q3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\ZSFELE(1).ElmSubstat\Terminal San Felipe Vapor.ElmTerm\Cub_4.StaCubic\WSFELE_WSFEGK-T1-Q3.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,ZSFELE(1),,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\Terminal 2 Baigüaque.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,CIBAO NORTE,,NORTE 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\Terminal 2 Baigüaque.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,CIBAO NORTE,,NORTE 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\Terminal 1 Baiguaque.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\Terminal 1 Baiguaque.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\Terminal 1 Baiguaque.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,,,1,cbk
ZTAV2K-D1-Q1,ZTAV2K-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Terminal Tavera 2.ElmTerm\WTAV2K(1).StaCubic\ZTAV2K-D1-Q1.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,,,1,cbk
G3TAVER2-Q1,G3TAVER2-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Terminal Tavera 2.ElmTerm\WTAV2K.StaCubic\G3TAVER2-Q1.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Terminal Tavera 2.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,,,1,cbk
ZTAV1K-D1-Q1,ZTAV1K-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Terminal Tavera 1.ElmTerm\WTAV1K(1).StaCubic\ZTAV1K-D1-Q1.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,,,1,cbk
G3TAVER1-Q1,G3TAVER1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Terminal Tavera 1.ElmTerm\WTAV1K.StaCubic\G3TAVER1-Q1.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Terminal Tavera 1.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SAJOMA.ElmSite\Terminal PF SAJOMA.ElmTerm\Cub_9.StaCubic\Switch.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SAJOMA.ElmSite\Terminal PF SAJOMA.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SAJOMA.ElmSite\Terminal PF SAJOMA.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\Terminal Agua Clara.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 138 kV,,,1,cbk
ZACLAK-C1-Q1,ZACLAK-C1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\Terminal Agua Clara.ElmTerm\Cub_8.StaCubic\ZACLAK-C1-Q1.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 138 kV,,,1,cbk
ZACLAK-TZ-Q1,ZACLAK-TZ-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\Terminal Agua Clara.ElmTerm\Cub_9.StaCubic\ZACLAK-TZ-Q1.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 138 kV,,,1,cbk
ZACLAK-D1-Q1,ZACLAK-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\Terminal Agua Clara.ElmTerm\Cub_11.StaCubic\ZACLAK-D1-Q1.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\Terminal Agua Clara.ElmTerm\Cub_12.StaCubic\Switch.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Terminal Guanillo.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Terminal Guanillo.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 138 kV,,,1,cbk
G3PEGUAN-Q1,G3PEGUAN-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Terminal Guanillo.ElmTerm\Cub_7.StaCubic\G3PEGUAN-Q1.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Terminal Guanillo.ElmTerm\Cub_9.StaCubic\Switch.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Terminal Guanillo.ElmTerm\Cub_10.StaCubic\Switch.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Terminal Guanillo.ElmTerm\Cub_11.StaCubic\Switch.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\ZSFELE.ElmSubstat\138 kV San Felipe B1.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,ZSFELE,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\ZSFELE.ElmSubstat\138 kV San Felipe B2.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,ZSFELE,,1,cbk
ZLGUZK-D1-Q1,ZLGUZK-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Los Guzmancito.ElmSite\Terminal Los Guzmancito.ElmTerm\Cub_4.StaCubic\ZLGUZK-D1-Q1.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,,,1,cbk
WLGUZE_WLGUZK-T1-Q2,WLGUZE_WLGUZK-T1-Q2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Los Guzmancito.ElmSite\Terminal Los Guzmancito.ElmTerm\Cub_5.StaCubic\WLGUZE_WLGUZK-T1-Q2.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Los Guzmancito.ElmSite\Terminal Los Guzmancito.ElmTerm\Cub_7.StaCubic\Switch.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Los Guzmancito.ElmSite\Terminal Los Guzmancito 2.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Los Guzmancito.ElmSite\Terminal Los Guzmancito 2.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Los Guzmancito.ElmSite\Terminal Los Guzmancito 2.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Matrisol.ElmSite\Terminal MATRISOL.ElmTerm\Cub_7.StaCubic\Switch.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Matrisol.ElmSite\Terminal MATRISOL.ElmTerm\Cub_9.StaCubic\Switch.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Matrisol.ElmSite\Terminal MATRISOL.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Esperanza.ElmSite\Terminal 1 Parque Solar Esperanza.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Esperanza.ElmSite\Terminal 1 Parque Solar Esperanza.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Esperanza.ElmSite\Terminal 1 Parque Solar Esperanza.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,,,1,dct
ZPIM3K-D1-Q1,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Terminal Pimentel 4.ElmTerm\WPIM3K(1).StaCubic\ZPIM3K-D1-Q1.StaSwitch,CIBAO NORESTE,NORTE,NORTE 138 kV,,,1,cbk
G3PIMEN3-Q1,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Terminal Pimentel 4.ElmTerm\WPIM3K.StaCubic\G3PIMEN3-Q1.StaSwitch,CIBAO NORESTE,NORTE,NORTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Terminal Pimentel 4.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,CIBAO NORESTE,NORTE,NORTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\34.5 kV Tavera.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\34.5 kV Tavera.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\34.5 kV Tavera.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\34.5 kV Jánico.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\34.5 kV Jánico.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,CIBAO NORTE,NORTE,NORTE 138 kV,,,1,dct
ZLTO1K-D1-Q1,ZLTO1K-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Toros.ElmSite\Terminal Los Toros.ElmTerm\WLTO1K(3).StaCubic\ZLTO1K-D1-Q1.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
G3LTORO1-Q1,G3LTORO1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Toros.ElmSite\Terminal Los Toros.ElmTerm\WLTO1K(1).StaCubic\G3LTORO1-Q1.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
G3LTORO2-Q1,G3LTORO2-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Toros.ElmSite\Terminal Los Toros.ElmTerm\WLTO1K(2).StaCubic\G3LTORO2-Q1.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
WLTOBF_WLTO1K-T1-Q2,WLTOBF_WLTO1K-T1-Q2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Toros.ElmSite\Terminal Los Toros.ElmTerm\WLTO1K(4).StaCubic\WLTOBF_WLTO1K-T1-Q2.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
WLTO1K-Q1,WLTO1K-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Toros.ElmSite\Terminal Los Toros.ElmTerm\WLTO1K.StaCubic\WLTO1K-Q1.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Toros.ElmSite\69 kV Los Toros.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
ZSYEGK-D1-Q1,ZSYEGK-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabana Yegua.ElmSite\Terminal Sabana Yegua.ElmTerm\WSYEGK(2).StaCubic\ZSYEGK-D1-Q1.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
G3SYEGUA-Q1,G3SYEGUA-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabana Yegua.ElmSite\Terminal Sabana Yegua.ElmTerm\WSYEGK.StaCubic\G3SYEGUA-Q1.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabana Yegua.ElmSite\Terminal Sabana Yegua.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
KPF MATADERO,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Baní Matadero.ElmTerm\Cub_3.StaCubic\KPF MATADERO.StaSwitch,SUR CERCANO,SUR,SUR 69 kV,,,1,cbk
WSABAF_WSABAK-T1-Q2,WSABAF_WSABAK-T1-Q2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabaneta.ElmSite\Terminal Sabaneta.ElmTerm\WSABAK(1).StaCubic\WSABAF_WSABAK-T1-Q2.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
ZSABAK-D1-Q1,ZSABAK-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabaneta.ElmSite\Terminal Sabaneta.ElmTerm\WSABAK(3).StaCubic\ZSABAK-D1-Q1.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
ZSABAK-D2-Q1,ZSABAK-D2-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabaneta.ElmSite\Terminal Sabaneta.ElmTerm\WSABAK(2).StaCubic\ZSABAK-D2-Q1.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
G3SABANE-Q1,G3SABANE-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabaneta.ElmSite\Terminal Sabaneta.ElmTerm\WSABAK.StaCubic\G3SABANE-Q1.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
ZMAGUK-D1-Q1,ZMAGUK-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Magueyal.ElmSite\Terminal Magueyal.ElmTerm\WMAGUK(3).StaCubic\ZMAGUK-D1-Q1.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
G3MAGUE2-Q1,G3MAGUE2-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Magueyal.ElmSite\Terminal Magueyal.ElmTerm\WMAGUK(1).StaCubic\G3MAGUE2-Q1.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
G3MAGUE1-Q1,G3MAGUE1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Magueyal.ElmSite\Terminal Magueyal.ElmTerm\WMAGUK.StaCubic\G3MAGUE1-Q1.StaSwitch,SUR MEDIO,SUR,SUR 69 kV,,,1,cbk
