loc_name,cerrado,uso,outserv,barra_for,barra,elemento,elemento_for,ruta
ZSCANK-D1-Q1,1,cbk,,WSCANK,Terminal Canoa Solar,SSAA Canoa Solar,ZSCANK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Canoa Solar.ElmSite\Terminal Canoa Solar.ElmTerm\Cub_3.StaCubic\ZSCANK-D1-Q1.StaSwitch
Switch,1,cbk,,WSCANK,Terminal Canoa Solar,Solar Canoa,G3SCANOA,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Canoa Solar.ElmSite\Terminal Canoa Solar.ElmTerm\Cub_5(1).StaCubic\Switch.StaSwitch
Switch,1,cbk,,WXMAGF,Tap Magueyal,69 kV km 15 de Azua – Sabana Yegua_a,ZKQA2F_ZXMAGF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Magueyal.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
KPF MAYEGÜAL,1,cbk,,WXMAGF,Tap Magueyal,69 kV Derivación Magueyal,ZMAGUF_ZXMAGF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Magueyal.ElmTerm\Cub_2.StaCubic\KPF MAYEGÜAL.StaSwitch
Switch,1,cbk,,WXMAGF,Tap Magueyal,69 kV km 15 de Azua – Sabana Yegua_b,ZXMAGF_ZXVILF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Magueyal.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch
KPF DOMINGO RODRÍGUEZ,1,dct,,WXDROF,Tap Domingo Rodríguez,69 kV Derivación Domingo Rodríguez,ZDRODF_ZXDROF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Domingo Rodríguez.ElmTerm\Cub_2.StaCubic\KPF DOMINGO RODRÍGUEZ.StaSwitch
KPF LAS MATAS DE FARFÁN,1,cbk,,WXLMFF,Tap Las Matas de Farfán,69 kV Elías Piña – San Juan 2_c,ZEPINF_ZXLMFF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Las Matas de Farfán.ElmTerm\Cub_3.StaCubic\KPF LAS MATAS DE FARFÁN.StaSwitch
KPF GOYA,1,cbk,,WXGOYF,Tap Goya,69 kV Goya – Pizarrete_d,ZGOYAF_ZXGOYF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Goya.ElmTerm\Cub_1.StaCubic\KPF GOYA.StaSwitch
KPF REFIDOMSA,1,cbk,,WXTLZ1F,Tap 1 LAFZID,69 kV REFIDOMSA – LAFZID_a,ZXTREFF_ZXTLZ1F-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap 1 LAFZID.ElmTerm\Cub_3.StaCubic\KPF REFIDOMSA.StaSwitch
KPF ALAMBRES DOMINICANOS,1,cbk,,WXADOF,Tap Alambres Dominicano,69 kV Derivación Alambres Domicanos,ZALDOF_ZXADOF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Alambres Dominicano.ElmTerm\Cub_2.StaCubic\KPF ALAMBRES DOMINICANOS.StaSwitch
Switch,1,dct,,WXNNAK,Terminal Nizao-Najayo,69/12.47 kV Nizao-Najayo T1,WYAGUF_WXNNAK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Terminal Nizao-Najayo.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,dct,,WXNNAK,Terminal Nizao-Najayo,Nizao Najayo,G3NNAJAY,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Terminal Nizao-Najayo.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,dct,,WXNNAK,Terminal Nizao-Najayo,Demanda Yaguate,ZYAGUF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Terminal Nizao-Najayo.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch
Switch,1,dct,,WXLANK,Terminal Los Anones,Los Anones,G3LANONE,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Terminal Los Anones.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,dct,,WXLANK,Terminal Los Anones,Demanda Pizarrete Distribución,ZPIZDF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Terminal Los Anones.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,dct,,WXLANK,Terminal Los Anones,69/12.47 kV Pizarrete Distribución T1,WPIZDF_WXLANK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Terminal Los Anones.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WBANIF,69 kV Baní Pueblo,Demanda 2 Baní Pueblo,ZBANIF-D2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Baní Pueblo.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WVALLF,69 kV Vallejuelo,Demanda Vallejuelo,ZVALLF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Vallejuelo.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WEPINF,69 kV Elías Piña,Demanda Elías Piña,ZEPINF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Elías Piña.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,dct,,WNEYBF,69 kV Neiba,Demanda Neyba,ZNEYBF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Neiba.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,dct,,WASOEF,69 kV Acueducto Sur-Oeste,Demanda Acueducto Sur – Oeste,ZASOEF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Acueducto Sur-Oeste.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WIBARF,69 kV Ingenio Barahona,Demanda Ingenio Barahona,ZIBARF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Ingenio Barahona.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WZBARF,69 kV ZF Barahona,Demanda Zona Franca Barahona,ZZBARF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV ZF Barahona.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WKINDF,69 kV Khoury Industrial,Demanda Khoury Industrial,ZKINDF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Khoury Industrial.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,dct,,WSALIF,69 kV Salinas,Demanda Salinas,ZSALIF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Salinas.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,dct,,WABARF,69kV Aeropuerto Barahona,Demanda Aeropuerto Barahona,ZABARF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69kV Aeropuerto Barahona.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WVNOBF,69 kV Vicente Noble,Demanda Vicente Noble,ZVNOBF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Vicente Noble.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WLMFAF,69 kV Las Matas de Farfán,Demanda Las Matas Farfán,ZLMFAF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Las Matas de Farfán.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WGUA2F,69 kV Guanito 2,Demanda Guanito 2,ZGUA2F-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Guanito 2.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WVILLF,69 kV Villarpando,Demanda Villarpando,ZVILLF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Villarpando.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WQCORF,69 kV Quita Coraza,Demanda Quita Coraza,ZQCORF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Quita Coraza.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,dct,,WPLINF,69 kV Productos Linda,Demanda Productos Linda,ZPLINF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Productos Linda.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WAZUAF,69 kV Azua,Demanda Azua,ZAZUAF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Azua.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,dct,,WABCOF,69 kV ABCO,Demanda ABCO,ZABCOF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV ABCO.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WSJOCF,69 kV San José de Ocoa,Demanda San José de Ocoa,ZSJOCF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV San José de Ocoa.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WBAPEF,69 kV Baní PER,Demanda Baní Per,ZBAPEF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Baní PER.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,dct,,WLFAMF,69 kV La Famosa,Demanda La Famosa,ZXLFAF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV La Famosa.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WPIZDF,69 kV Pizarrete Distribución,69/12.47 kV Pizarrete Distribución T1,WPIZDF_WXLANK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Pizarrete Distribución.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,dct,,WICAEF,69 kV Ingenio CAEI,Demanda Ingenio CAEI,ZICAEF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Ingenio CAEI.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WYAGUF,69 kV Yaguate,69/12.47 kV Nizao-Najayo T1,WYAGUF_WXNNAK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Yaguate.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WGOYAF,69 kV Goya,Demanda Goya,ZGOYAF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Goya.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WAISCF,69 kV Acueducto INAPA SCN,Demanda Acueducto INAPA SCN,ZAISCF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Acueducto INAPA SCN.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WSODOF,69 kV SODOCAL,Demanda SODOCAL,ZSODOF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV SODOCAL.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WSRAFF,69 kV San Rafael(1),69 kV Capacitor Madre Vieja(San Rafael),ZSRAFF-C1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV San Rafael(1).ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WCCOLF,69 kV Cemento Colón(Argos),Demanda Cemento Colón,ZCCOLF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Cemento Colón(Argos).ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WALDOF,69 kV Alambres Dominicanos,Demanda Alambres Dominicano,ZXADOF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Alambres Dominicanos.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WZNIGF,69 kV ZF Nigua(1),Demanda ZF Nigua,ZXZNIF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV ZF Nigua(1).ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WPHAIF,69 kV Puerto de Haina,Demanda Puerto de Haina,ZPHAIF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Puerto de Haina.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WOJIVF,69 kV Ojiva,Demanda Ojiva,ZOJIVF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Ojiva.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WGBOJF,69 kV Granitos Bojos,Demanda Granitos Bojos,ZGBOJF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Granitos Bojos.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,dct,,WXLUCK,Terminal Lucila,SSAA PF LUCILA,ZXLUCK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Lucila.ElmSite\Terminal Lucila.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,dct,,WXLUCK,Terminal Lucila,69/34.5 kV PF Lucila T1,WLUCIF_WXLUCK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Lucila.ElmSite\Terminal Lucila.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch
Switch,1,dct,,WXLUCK,Terminal Lucila,PF Lucila,G3PFLUCI,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Lucila.ElmSite\Terminal Lucila.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WLUCIF,69 kV Lucila,69/34.5 kV PF Lucila T1,WLUCIF_WXLUCK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Lucila.ElmSite\69 kV Lucila.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,0,cbk,,WXMETF,Tap 69 kV S/E Móvil ETED,69 kV Haina – REFIDOMSA_c,ZREFIF_ZXGBOF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap 69 kV S/E Móvil ETED.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
ZHAIGK-D1-Q1,1,cbk,,WHAIGK,Terminal Haina TG,SSAA Haina TG,ZHAIGK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\Terminal Haina TG.ElmTerm\WHAIGK(1).StaCubic\ZHAIGK-D1-Q1.StaSwitch
G3HAINAG-Q1,1,cbk,,WHAIGK,Terminal Haina TG,Haina TG,G3HTG,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\Terminal Haina TG.ElmTerm\WHAIGK.StaCubic\G3HAINAG-Q1.StaSwitch
Switch,1,cbk,,WHAIGK,Terminal Haina TG,138/13.8 kV Transformador Haina TG,WHAINE_WHAIGK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\Terminal Haina TG.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch
WVALDE_WVAL2K-T1-Q2,1,cbk,,WVAL2K,Terminal Valdesia 2,138/13.8 kV Transformador Valdesia 2,WVALDE_WVAL2K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Valdesia 2.ElmTerm\WVAL2K(1).StaCubic\WVALDE_WVAL2K-T1-Q2.StaSwitch
G3VALDE2-Q1,1,cbk,,WVAL2K,Terminal Valdesia 2,Valdesia 2,G3VALDE2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Valdesia 2.ElmTerm\WVAL2K.StaCubic\G3VALDE2-Q1.StaSwitch
WVALDE_WVAL1K-T1-Q2,1,cbk,,WVAL1K,Terminal Valdesia 1,138/13.8 kV Transformador Valdesia 1,WVALDE_WVAL1K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Valdesia 1.ElmTerm\WVAL1K(1).StaCubic\WVALDE_WVAL1K-T1-Q2.StaSwitch
G3VALDE1-Q1,1,cbk,,WVAL1K,Terminal Valdesia 1,Valdesia 1,G3VALDE1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Valdesia 1.ElmTerm\WVAL1K.StaCubic\G3VALDE1-Q1.StaSwitch
WVALDE_WLBARK-T1-Q2,1,cbk,,WLBARK,Terminal Las Barías,138/13.8 kV Transformador Las Barias,WVALDE_WLBARK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Las Barías.ElmTerm\WLBARL(1).StaCubic\WVALDE_WLBARK-T1-Q2.StaSwitch
G3LBARIK-Q1,1,cbk,,WLBARK,Terminal Las Barías,Las Barías,G3LBARIA,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Las Barías.ElmTerm\WLBARL.StaCubic\G3LBARIK-Q1.StaSwitch
Switch,1,cbk,,WLBARK,Terminal Las Barías,SSAA Valdesia,ZVALDE-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Las Barías.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WLBARK,Terminal Las Barías,Demanda Valdesia,ZVALDE-D2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Las Barías.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WBCARK,Terminal Barahona Carbón,Barahona Carbón,G3BCARBO,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\Terminal Barahona Carbón.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WBCARK,Terminal Barahona Carbón,SSAA Barahona Carbón,ZBARCK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\Terminal Barahona Carbón.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WBCARK,Terminal Barahona Carbón,138/13.8 kV Transformado Barahona Carbón,WBCARE_WBARCK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\Terminal Barahona Carbón.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch
G3JIGUE2-Q1,1,cbk,,WJIG2K,Terminal Jigüey 2,Jigüey 2,G3JIGUE2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Terminal Jigüey 2.ElmTerm\WJIG2K(2).StaCubic\G3JIGUE2-Q1.StaSwitch
WJIG2K-Q1,1,cbk,,WJIG2K,Terminal Jigüey 2,SSAA Jigüey 2,ZJIG2K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Terminal Jigüey 2.ElmTerm\WJIG2K.StaCubic\WJIG2K-Q1.StaSwitch
Switch,1,cbk,,WJIG2K,Terminal Jigüey 2,138/13.8 kV Transformador Jigüey 2,WJIGUE_WJIG2K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Terminal Jigüey 2.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch
G3JIGUE1-Q1,1,cbk,,WJIG1K,Terminal Jigüey 1,Jigüey 1,G3JIGUE1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Terminal Jigüey 1.ElmTerm\WJIG1K(1).StaCubic\G3JIGUE1-Q1.StaSwitch
ZJIG1K-D1-Q1,1,cbk,,WJIG1K,Terminal Jigüey 1,SSAA Jigüey 1,ZJIG1K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Terminal Jigüey 1.ElmTerm\WJIG1K(2).StaCubic\ZJIG1K-D1-Q1.StaSwitch
Switch,1,cbk,,WJIG1K,Terminal Jigüey 1,138/13.8 kV Transformador Jigüey 1,WJIGBE_WJIG1K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Jiguey.ElmSite\Terminal Jigüey 1.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch
ZAGU2K-D1-Q1,1,cbk,,WAGU2K,Terminal Aguacate 2,SSAA Aguacate 2,ZAGU2K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\Terminal Aguacate 2.ElmTerm\WAGU1K(1).StaCubic\ZAGU2K-D1-Q1.StaSwitch
Switch,1,cbk,,WAGU2K,Terminal Aguacate 2,138/13.8 kV Transformador Aguacate 2,WAGUBE_WAGU2K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\Terminal Aguacate 2.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch
